demure,reserved modest and shy (typically used of a woman).,adjective,2021-07-22 12:43:56.641060+00:00,2021-07-22 12:43:56.641060+00:00,0,0
irksome,irritating; annoying.,adjective,2021-07-22 12:43:56.644060+00:00,2021-07-22 12:43:56.644060+00:00,0,0
declaim,to express something with strong feeling especially in a loud voice or with forceful language,verb,2021-07-22 12:43:56.646060+00:00,2021-07-22 12:43:56.646060+00:00,0,0
accede, to express approval or give consent/ to agree to a request or demand,verb,2021-07-22 12:43:56.649060+00:00,2021-07-22 12:43:56.649060+00:00,0,0
ambivalent,having two opposing feelings at the same time or being uncertain about how you feel,adjective,2021-07-22 12:43:56.651060+00:00,2021-07-22 12:43:56.651060+00:00,0,0
perpend,(rare) to ponder or consider carefully,verb,2021-07-22 12:43:56.654060+00:00,2021-07-22 12:43:56.654060+00:00,0,0
diurnal,of or during the day / daily, adjective,2021-07-22 12:43:56.657060+00:00,2021-07-22 12:43:56.657060+00:00,0,0
flout,openly disregard (a rule law or convention).,verb,2021-07-22 12:43:56.659060+00:00,2021-07-22 12:43:56.659060+00:00,0,0
wistful,sad and thinking about something that is impossible or in the past,adjective,2021-07-22 12:43:56.661059+00:00,2021-07-22 12:43:56.661059+00:00,0,0
congeal,to change from a liquid or soft state to a thick or solid state,verb,2021-07-22 12:43:56.663060+00:00,2021-07-22 12:43:56.663060+00:00,0,0
protracted,lasting for a long time or made to last longer than necessary,adjective,2021-07-22 12:43:56.666059+00:00,2021-07-22 12:43:56.666059+00:00,0,0
erudite,having or containing a lot of knowledge that is known by very few people,adjective,2021-07-22 12:43:56.668061+00:00,2021-07-22 12:43:56.668061+00:00,0,0
stifle,to (cause to) be unable to breathe because you have no air/to prevent something from happening being expressed or continuing,verb,2021-07-22 12:43:56.670060+00:00,2021-07-22 12:43:56.670060+00:00,0,0
bequeath,pass (something) on or leave (something) to someone else,verb,2021-07-22 12:43:56.673060+00:00,2021-07-22 12:43:56.673060+00:00,0,0
obstreperous,difficult to deal with and noisy,adjective,2021-07-22 12:43:56.675060+00:00,2021-07-22 12:43:56.675060+00:00,0,0
slovenly,(of appearance) untidy and dirty/ (of person or action) careless; excessively casual,adjective,2021-07-22 12:43:56.677059+00:00,2021-07-22 12:43:56.677059+00:00,0,0
succulent,(of food) tender juicy and tasty,adjective,2021-07-22 12:43:56.679060+00:00,2021-07-22 12:43:56.679060+00:00,0,0
abscond,to go away suddenly and secretly in order to escape from somewhere,verb,2021-07-22 12:43:56.681059+00:00,2021-07-22 12:43:56.681059+00:00,0,0
deft,neatly skilful and quick in one's movements,adjective,2021-07-22 12:43:56.683060+00:00,2021-07-22 12:43:56.683060+00:00,0,0
languish,lose or lack vitality; grow weak/be forced to remain in an unpleasant place or situation,verb,2021-07-22 12:43:56.685060+00:00,2021-07-22 12:43:56.685060+00:00,0,0
antipathy,a feeling of strong dislike opposition or anger,noun,2021-07-22 12:43:56.688060+00:00,2021-07-22 12:43:56.688060+00:00,0,0
squelch, (informal) forcefully silence or suppress/make a soft sucking sound such as that made by treading heavily through mud,verb,2021-07-22 12:43:56.690060+00:00,2021-07-22 12:43:56.690060+00:00,0,0
bedraggled,wet dirty and untidy,adjective,2021-07-22 12:43:56.692061+00:00,2021-07-22 12:43:56.692061+00:00,0,0
disheveled,(of people or their appearance) very messy,adjective,2021-07-22 12:43:56.694060+00:00,2021-07-22 12:43:56.694060+00:00,0,0
restive,(of a person) unable to remain still silent or submissive especially because of boredom or dissatisfaction,adjective,2021-07-22 12:43:56.697060+00:00,2021-07-22 12:43:56.697060+00:00,0,0
flippant,not serious about a serious subject in an attempt to be funny or to appear clever,adjective,2021-07-22 12:43:56.699060+00:00,2021-07-22 12:43:56.699060+00:00,0,0
ape,to copy something or someone badly and unsuccessfully,verb,2021-07-22 12:43:56.701060+00:00,2021-07-22 12:43:56.701060+00:00,0,0
mire,an area of deep wet sticky earth / an unpleasant situation that is difficult to escape,noun,2021-07-22 12:43:56.703060+00:00,2021-07-22 12:43:56.703060+00:00,0,0
luscious,of food or drink) having a pleasingly rich sweet taste / very sexually attractive,adjective,2021-07-22 12:43:56.706060+00:00,2021-07-22 12:43:56.706060+00:00,0,0
sublime,of very great excellence or beauty,adjective,2021-07-22 12:43:56.708060+00:00,2021-07-22 12:43:56.708060+00:00,0,0
abash,make (someone) feel embarrassed disconcerted or ashamed.,verb,2021-07-22 12:43:56.711059+00:00,2021-07-22 12:43:56.711059+00:00,0,0
interpose,to put yourself or something between two things people or groups especially in order to stop them doing something,verb,2021-07-22 12:43:56.713060+00:00,2021-07-22 12:43:56.713060+00:00,0,0
grumble,complain about something in a bad-tempered way/make a low rumbling sound,verb,2021-07-22 12:43:56.715060+00:00,2021-07-22 12:43:56.715060+00:00,0,0
disembarrass,free oneself of (a burden or nuisance),verb,2021-07-22 12:43:56.718059+00:00,2021-07-22 12:43:56.718059+00:00,0,0
censure,express severe disapproval of (someone or something) - especially in a formal statement,verb,2021-07-22 12:43:56.720060+00:00,2021-07-22 12:43:56.720060+00:00,0,0
grouse,complain angrily about something trivial; grumble,verb,2021-07-22 12:43:56.722060+00:00,2021-07-22 12:43:56.722060+00:00,0,0
unpalatable,not pleasant to taste / difficult to put up with or accept,adjective,2021-07-22 12:43:56.725059+00:00,2021-07-22 12:43:56.725059+00:00,0,0
temporize,to delay making a decision or stating your opinion in order to get an advantage,verb,2021-07-22 12:43:56.727061+00:00,2021-07-22 12:43:56.727061+00:00,0,0
equivocate,to speak in a way that is intentionally not clear and confusing to other people especially to hide the truth,verb,2021-07-22 12:43:56.730059+00:00,2021-07-22 12:43:56.730059+00:00,0,0
malapropism,the mistaken use of a word in place of a similar-sounding one - often with an amusing effect,malapropism,2021-07-22 12:43:56.732059+00:00,2021-07-22 12:43:56.732059+00:00,0,0
obsequious,too eager to praise or obey someone,adjective,2021-07-22 12:43:56.735060+00:00,2021-07-22 12:43:56.735060+00:00,0,0
carp,to complain about unimportant matters,verb,2021-07-22 12:43:56.738060+00:00,2021-07-22 12:43:56.738060+00:00,0,0
capitulate,cease to resist an opponent or an unwelcome demand; yield,verb,2021-07-22 12:43:56.740060+00:00,2021-07-22 12:43:56.740060+00:00,0,0
domineering,asserting one's will over another in an arrogant way,adjective,2021-07-22 12:43:56.743059+00:00,2021-07-22 12:43:56.743059+00:00,0,0
pontificate,express one's opinions in a pompous and dogmatic way,verb,2021-07-22 12:43:56.745060+00:00,2021-07-22 12:43:56.745060+00:00,0,0
scrivener,was a person who could read and write or who wrote letters to court and legal documents,noun,2021-07-22 12:43:56.748060+00:00,2021-07-22 12:43:56.748060+00:00,0,0
equipoise,a situation in which things are perfectly balanced,noun,2021-07-22 12:43:56.750061+00:00,2021-07-22 12:43:56.750061+00:00,0,0
truculent,eager or quick to argue or fight; aggressively defiant,adjective,2021-07-22 12:43:56.753060+00:00,2021-07-22 12:43:56.753060+00:00,0,0
acerbic,(especially of a comment or style of speaking) sharp and forthright,adjective,2021-07-22 12:43:56.756059+00:00,2021-07-22 12:43:56.756059+00:00,0,0
conflagration,an extensive fire which destroys a great deal of land or property,noun,2021-07-22 12:43:56.758059+00:00,2021-07-22 12:43:56.758059+00:00,0,0
punctuate,insert punctuation marks in (text) / occur at intervals throughout (an area or period),verb,2021-07-22 12:43:56.761059+00:00,2021-07-22 12:43:56.761059+00:00,0,0
rancour,bitterness or resentfulness especially when long standing,noun,2021-07-22 12:43:56.763059+00:00,2021-07-22 12:43:56.763059+00:00,0,0
boorish,rude and not considering other people's feelings,adjective,2021-07-22 12:43:56.765060+00:00,2021-07-22 12:43:56.765060+00:00,0,0
broach,raise (a difficult subject) for discussion,verb,2021-07-22 12:43:56.768060+00:00,2021-07-22 12:43:56.768060+00:00,0,0
replete,full especially with food / well supplied,adjective,2021-07-22 12:43:56.771060+00:00,2021-07-22 12:43:56.771060+00:00,0,0
impel,drive force or urge (someone) to do something,verb,2021-07-22 12:43:56.773060+00:00,2021-07-22 12:43:56.773060+00:00,0,0
armistice,an agreement made by opposing sides in a war to stop fighting for a certain time; a truce,noun,2021-07-22 12:43:56.781059+00:00,2021-07-22 12:43:56.781059+00:00,0,0
jejune,very simple or childish / boring and not interesting,adjective,2021-07-22 12:43:56.784059+00:00,2021-07-22 12:43:56.784059+00:00,0,0
soporific,causing sleep or making a person want to sleep,adjective,2021-07-22 12:43:56.787060+00:00,2021-07-22 12:43:56.787060+00:00,0,0
forlorn,alone and unhappy / (of an aim or endeavour) unlikely to succeed or be fulfilled,adjective,2021-07-22 12:43:56.790059+00:00,2021-07-22 12:43:56.790059+00:00,0,0
sedulous,(of a person or action) showing dedication and diligence,verb,2021-07-22 12:43:56.793059+00:00,2021-07-22 12:43:56.793059+00:00,0,0
yen,(informal) a longing or yearning,noun,2021-07-22 12:43:56.795060+00:00,2021-07-22 12:43:56.795060+00:00,0,0
embezzle,to secretly take money that is in your care or that belongs to an organization or business you work for,verb,2021-07-22 12:43:56.798061+00:00,2021-07-22 12:43:56.798061+00:00,0,0
bulwark,something that protects you from dangerous or unpleasant situations,noun,2021-07-22 12:43:56.801060+00:00,2021-07-22 12:43:56.801060+00:00,0,0
mull,think about (a fact proposal or request) deeply and at length,verb,2021-07-22 12:43:56.804060+00:00,2021-07-22 12:43:56.804060+00:00,0,0
embellish,make (something) more attractive by the addition of decorative details or features / make (a statement or story) more interesting by adding extra details that are often untrue,verb,2021-07-22 12:43:56.807059+00:00,2021-07-22 12:43:56.807059+00:00,0,0
wheedle,use flattery or coaxing in order to persuade someone to do something or give one something,verb,2021-07-22 12:43:56.809060+00:00,2021-07-22 12:43:56.810058+00:00,0,0
brook,tolerate or allow (something typically dissent or opposition),verb,2021-07-22 12:43:56.813060+00:00,2021-07-22 12:43:56.813060+00:00,0,0
enervated,drained of energy or vitality,adjective,2021-07-22 12:43:56.816059+00:00,2021-07-22 12:43:56.816059+00:00,0,0
vitiate,spoil or impair the quality or efficiency or legal validity of,verb,2021-07-22 12:43:56.819060+00:00,2021-07-22 12:43:56.819060+00:00,0,0
cogitate,think deeply about something; meditate or reflect,verb,2021-07-22 12:43:56.821059+00:00,2021-07-22 12:43:56.821059+00:00,0,0
punctilious,very careful to behave correctly or to give attention to details,adjective,2021-07-22 13:19:46.816546+00:00,2021-07-22 13:19:46.816546+00:00,0,0
